tran_id	gene_id	transLen	counts	FPKM	Psi	Psi_low	Psi_high
ENSG00000168137.11.out	ENSG00000168137.11	719	8.619e+01	1.420e+01	0.991	0.939	1.000
ENSG00000125046.10.in	ENSG00000125046.10	310	0.000e+00	0.000e+00	0.415	0.000	0.998
ENSG00000125046.10.out	ENSG00000125046.10	188	0.000e+00	0.000e+00	0.585	0.002	1.000
ENSG00000123146.15.in	ENSG00000123146.15	435	0.000e+00	0.000e+00	0.835	0.050	1.000
ENSG00000123146.15.out	ENSG00000123146.15	303	0.000e+00	0.000e+00	0.165	0.000	0.951
ENSG00000258168.1.in	ENSG00000258168.1	238	0.000e+00	0.000e+00	0.740	0.006	0.999
ENSG00000258168.1.out	ENSG00000258168.1	171	0.000e+00	0.000e+00	0.260	0.001	0.994
ENSG00000179915.16.in	ENSG00000179915.16	1810	1.883e+00	1.232e-01	0.026	0.000	0.162
ENSG00000179915.16.out	ENSG00000179915.16	1711	6.612e+01	4.576e+00	0.974	0.839	1.000
ENSG00000139287.8.in	ENSG00000139287.8	282	0.000e+00	0.000e+00	0.548	0.003	0.988
ENSG00000139287.8.out	ENSG00000139287.8	222	0.000e+00	0.000e+00	0.452	0.013	0.997
ENSG00000104723.16.in	ENSG00000104723.16	429	1.207e+02	3.333e+01	0.975	0.930	0.997
ENSG00000104723.16.out	ENSG00000104723.16	311	2.268e+00	8.636e-01	0.025	0.003	0.072
ENSG00000153885.10.in	ENSG00000153885.10	317	0.000e+00	0.000e+00	0.074	0.000	0.473
ENSG00000153885.10.out	ENSG00000153885.10	192	0.000e+00	0.000e+00	0.926	0.537	1.000
ENSG00000121904.13.in	ENSG00000121904.13	379	0.000e+00	0.000e+00	0.079	0.000	0.692
ENSG00000121904.13.out	ENSG00000121904.13	226	0.000e+00	0.000e+00	0.921	0.319	1.000
ENSG00000101955.10.in	ENSG00000101955.10	496	0.000e+00	0.000e+00	0.705	0.111	0.997
ENSG00000101955.10.out	ENSG00000101955.10	319	0.000e+00	0.000e+00	0.295	0.003	0.889
ENSG00000147439.7.in	ENSG00000147439.7	312	3.281e-01	1.245e-01	0.013	0.000	0.069
ENSG00000147439.7.out	ENSG00000147439.7	199	1.567e+01	9.326e+00	0.987	0.931	1.000
ENSG00000251022.2.in	ENSG00000251022.2	2069	5.683e+01	3.253e+00	0.751	0.476	0.952
ENSG00000251022.2.out	ENSG00000251022.2	1986	1.817e+01	1.083e+00	0.249	0.048	0.524
ENSG00000107099.11.in	ENSG00000107099.11	384	0.000e+00	0.000e+00	0.061	0.000	0.716
ENSG00000107099.11.out	ENSG00000107099.11	268	0.000e+00	0.000e+00	0.939	0.350	1.000
ENSG00000204574.8.in	ENSG00000204574.8	351	5.065e+01	1.709e+01	0.990	0.960	1.000
ENSG00000204574.8.out	ENSG00000204574.8	237	3.454e-01	1.726e-01	0.010	0.000	0.041
ENSG00000123374.6.in	ENSG00000123374.6	477	1.456e+01	3.615e+00	0.964	0.781	1.000
ENSG00000123374.6.out	ENSG00000123374.6	375	4.387e-01	1.385e-01	0.036	0.000	0.219
ENSG00000100796.13.in	ENSG00000100796.13	485	0.000e+00	0.000e+00	0.384	0.001	0.945
ENSG00000100796.13.out	ENSG00000100796.13	329	0.000e+00	0.000e+00	0.616	0.063	0.999
ENSG00000128908.11.in	ENSG00000128908.11	288	0.000e+00	0.000e+00	0.929	0.313	1.000
ENSG00000128908.11.out	ENSG00000128908.11	145	0.000e+00	0.000e+00	0.071	0.000	0.689
ENSG00000181355.16.in	ENSG00000181355.16	491	0.000e+00	0.000e+00	0.597	0.003	0.990
ENSG00000181355.16.out	ENSG00000181355.16	399	0.000e+00	0.000e+00	0.403	0.010	0.997
ENSG00000267470.1.in	ENSG00000267470.1	431	0.000e+00	0.000e+00	0.359	0.001	0.935
ENSG00000267470.1.out	ENSG00000267470.1	301	0.000e+00	0.000e+00	0.641	0.071	0.999
ENSG00000078018.15.in	ENSG00000078018.15	516	0.000e+00	0.000e+00	0.753	0.013	0.999
ENSG00000078018.15.out	ENSG00000078018.15	423	0.000e+00	0.000e+00	0.247	0.001	0.987
ENSG00000204604.5.in	ENSG00000204604.5	3864	1.305e+00	4.000e-02	0.064	0.000	0.328
ENSG00000204604.5.out	ENSG00000204604.5	3746	1.869e+01	5.910e-01	0.936	0.674	1.000
ENSG00000001629.5.in	ENSG00000001629.5	304	1.698e-01	6.615e-02	0.019	0.000	0.099
ENSG00000001629.5.out	ENSG00000001629.5	234	6.830e+00	3.457e+00	0.981	0.901	1.000
ENSG00000253554.1.in	ENSG00000253554.1	218	0.000e+00	0.000e+00	0.340	0.001	0.973
ENSG00000253554.1.out	ENSG00000253554.1	166	0.000e+00	0.000e+00	0.660	0.030	0.999
ENSG00000153113.19.in	ENSG00000153113.19	234	0.000e+00	0.000e+00	0.678	0.023	0.998
ENSG00000153113.19.out	ENSG00000153113.19	150	0.000e+00	0.000e+00	0.322	0.002	0.977
ENSG00000152969.12.in	ENSG00000152969.12	511	0.000e+00	0.000e+00	0.067	0.000	0.450
ENSG00000152969.12.out	ENSG00000152969.12	455	0.000e+00	0.000e+00	0.933	0.554	1.000
ENSG00000164116.12.in	ENSG00000164116.12	535	0.000e+00	0.000e+00	0.249	0.000	0.956
ENSG00000164116.12.out	ENSG00000164116.12	441	0.000e+00	0.000e+00	0.751	0.044	1.000
ENSG00000177294.6.in	ENSG00000177294.6	277	0.000e+00	0.000e+00	0.481	0.006	0.996
ENSG00000177294.6.out	ENSG00000177294.6	217	0.000e+00	0.000e+00	0.519	0.004	0.994
ENSG00000118762.3.in	ENSG00000118762.3	402	0.000e+00	0.000e+00	0.927	0.363	1.000
ENSG00000118762.3.out	ENSG00000118762.3	281	0.000e+00	0.000e+00	0.073	0.000	0.637
ENSG00000138613.9.in	ENSG00000138613.9	362	3.003e-01	9.823e-02	0.009	0.000	0.041
ENSG00000138613.9.out	ENSG00000138613.9	298	2.870e+01	1.140e+01	0.991	0.962	1.000
ENSG00000125686.7.in	ENSG00000125686.7	345	2.323e-01	7.972e-02	0.013	0.000	0.081
ENSG00000125686.7.out	ENSG00000125686.7	186	9.768e+00	6.219e+00	0.987	0.927	1.000
ENSG00000172456.12.in	ENSG00000172456.12	258	0.000e+00	0.000e+00	0.947	0.494	1.000
ENSG00000172456.12.out	ENSG00000172456.12	137	0.000e+00	0.000e+00	0.053	0.000	0.512
ENSG00000143842.10.in	ENSG00000143842.10	929	0.000e+00	0.000e+00	0.772	0.072	0.998
ENSG00000143842.10.out	ENSG00000143842.10	709	0.000e+00	0.000e+00	0.228	0.002	0.929
ENSG00000124782.15.in	ENSG00000124782.15	3874	0.000e+00	0.000e+00	0.759	0.065	0.996
ENSG00000124782.15.out	ENSG00000124782.15	3709	0.000e+00	0.000e+00	0.241	0.004	0.937
ENSG00000146839.14.in	ENSG00000146839.14	485	0.000e+00	0.000e+00	0.683	0.023	0.997
ENSG00000146839.14.out	ENSG00000146839.14	313	0.000e+00	0.000e+00	0.317	0.003	0.981
ENSG00000070081.11.in	ENSG00000070081.11	343	2.808e-01	9.694e-02	0.007	0.000	0.042
ENSG00000070081.11.out	ENSG00000070081.11	239	2.672e+01	1.324e+01	0.993	0.960	1.000
ENSG00000172987.8.in	ENSG00000172987.8	508	0.000e+00	0.000e+00	0.895	0.332	1.000
ENSG00000172987.8.out	ENSG00000172987.8	334	0.000e+00	0.000e+00	0.105	0.000	0.668
ENSG00000132356.7.in	ENSG00000132356.7	458	4.054e+01	1.048e+01	0.364	0.258	0.469
ENSG00000132356.7.out	ENSG00000132356.7	370	5.746e+01	1.839e+01	0.636	0.531	0.742
ENSG00000237773.1.in	ENSG00000237773.1	490	0.000e+00	0.000e+00	0.400	0.003	0.964
ENSG00000237773.1.out	ENSG00000237773.1	348	0.000e+00	0.000e+00	0.600	0.037	0.997
ENSG00000134744.9.in	ENSG00000134744.9	384	0.000e+00	0.000e+00	0.775	0.020	0.999
ENSG00000134744.9.out	ENSG00000134744.9	206	0.000e+00	0.000e+00	0.225	0.001	0.980
ENSG00000163714.13.in	ENSG00000163714.13	214	7.254e-02	4.014e-02	0.007	0.000	0.050
ENSG00000163714.13.out	ENSG00000163714.13	149	6.927e+00	5.506e+00	0.993	0.950	1.000
ENSG00000055483.15.in	ENSG00000055483.15	524	0.000e+00	0.000e+00	0.142	0.000	0.829
ENSG00000055483.15.out	ENSG00000055483.15	430	0.000e+00	0.000e+00	0.858	0.171	1.000
ENSG00000119778.10.in	ENSG00000119778.10	433	0.000e+00	0.000e+00	0.555	0.009	0.999
ENSG00000119778.10.out	ENSG00000119778.10	245	0.000e+00	0.000e+00	0.445	0.001	0.991
ENSG00000204634.8.in	ENSG00000204634.8	344	0.000e+00	0.000e+00	0.631	0.005	1.000
ENSG00000204634.8.out	ENSG00000204634.8	186	0.000e+00	0.000e+00	0.369	0.000	0.995
ENSG00000100106.15.in	ENSG00000100106.15	4478	1.162e+01	3.072e-01	0.526	0.003	1.000
ENSG00000100106.15.out	ENSG00000100106.15	4363	1.038e+01	2.819e-01	0.474	0.000	0.997
ENSG00000111859.12.in	ENSG00000111859.12	686	5.012e-01	8.651e-02	0.243	0.000	0.973
ENSG00000111859.12.out	ENSG00000111859.12	610	1.499e+00	2.910e-01	0.757	0.027	1.000
ENSG00000145063.10.in	ENSG00000145063.10	638	0.000e+00	0.000e+00	0.138	0.000	0.929
ENSG00000145063.10.out	ENSG00000145063.10	546	0.000e+00	0.000e+00	0.862	0.071	1.000
ENSG00000075711.16.in	ENSG00000075711.16	270	0.000e+00	0.000e+00	0.599	0.008	1.000
ENSG00000075711.16.out	ENSG00000075711.16	216	0.000e+00	0.000e+00	0.401	0.000	0.992
ENSG00000135903.14.in	ENSG00000135903.14	493	0.000e+00	0.000e+00	0.460	0.003	0.998
ENSG00000135903.14.out	ENSG00000135903.14	246	0.000e+00	0.000e+00	0.540	0.002	0.997
ENSG00000153292.11.in	ENSG00000153292.11	375	0.000e+00	0.000e+00	0.513	0.003	1.000
ENSG00000153292.11.out	ENSG00000153292.11	223	0.000e+00	0.000e+00	0.487	0.000	0.998
ENSG00000164099.3.in	ENSG00000164099.3	483	0.000e+00	0.000e+00	0.607	0.008	1.000
ENSG00000164099.3.out	ENSG00000164099.3	360	0.000e+00	0.000e+00	0.393	0.000	0.992
ENSG00000243696.4.in	ENSG00000243696.4	998	0.000e+00	0.000e+00	0.100	0.000	0.899
ENSG00000243696.4.out	ENSG00000243696.4	927	0.000e+00	0.000e+00	0.900	0.101	1.000
ENSG00000005379.11.in	ENSG00000005379.11	1390	0.000e+00	0.000e+00	0.909	0.248	1.000
ENSG00000005379.11.out	ENSG00000005379.11	1328	0.000e+00	0.000e+00	0.091	0.000	0.759
ENSG00000137941.12.in	ENSG00000137941.12	789	0.000e+00	0.000e+00	0.208	0.000	0.953
ENSG00000137941.12.out	ENSG00000137941.12	376	0.000e+00	0.000e+00	0.792	0.047	1.000
ENSG00000187889.8.in	ENSG00000187889.8	201	0.000e+00	0.000e+00	0.918	0.320	1.000
ENSG00000187889.8.out	ENSG00000187889.8	140	0.000e+00	0.000e+00	0.082	0.000	0.720
ENSG00000118513.14.in	ENSG00000118513.14	345	1.766e+01	6.063e+00	0.973	0.848	1.000
ENSG00000118513.14.out	ENSG00000118513.14	234	3.363e-01	1.702e-01	0.027	0.000	0.152
ENSG00000189308.6.in	ENSG00000189308.6	983	0.000e+00	0.000e+00	0.628	0.016	0.999
ENSG00000189308.6.out	ENSG00000189308.6	859	0.000e+00	0.000e+00	0.372	0.001	0.984
ENSG00000034152.14.in	ENSG00000034152.14	297	2.855e+00	1.138e+00	0.944	0.598	1.000
ENSG00000034152.14.out	ENSG00000034152.14	245	1.450e-01	7.009e-02	0.056	0.000	0.428
ENSG00000168827.10.in	ENSG00000168827.10	360	2.073e+01	6.820e+00	0.978	0.868	1.000
ENSG00000168827.10.out	ENSG00000168827.10	199	2.669e-01	1.588e-01	0.022	0.000	0.135
ENSG00000157326.14.in	ENSG00000157326.14	210	0.000e+00	0.000e+00	0.554	0.003	0.995
ENSG00000157326.14.out	ENSG00000157326.14	158	0.000e+00	0.000e+00	0.446	0.005	0.997
ENSG00000141127.10.in	ENSG00000141127.10	325	1.970e-01	7.178e-02	0.004	0.000	0.024
ENSG00000141127.10.out	ENSG00000141127.10	220	2.980e+01	1.604e+01	0.996	0.976	1.000
ENSG00000134333.9.in	ENSG00000134333.9	374	1.680e-01	5.321e-02	0.002	0.000	0.015
ENSG00000134333.9.out	ENSG00000134333.9	224	4.083e+01	2.159e+01	0.998	0.985	1.000
ENSG00000157224.11.in	ENSG00000157224.11	214	0.000e+00	0.000e+00	0.205	0.000	0.904
ENSG00000157224.11.out	ENSG00000157224.11	151	0.000e+00	0.000e+00	0.795	0.096	1.000
ENSG00000144827.4.in	ENSG00000144827.4	444	2.093e+01	5.582e+00	0.937	0.821	0.995
ENSG00000144827.4.out	ENSG00000144827.4	332	1.070e+00	3.818e-01	0.063	0.005	0.179
ENSG00000173226.12.in	ENSG00000173226.12	363	1.921e+00	6.268e-01	0.950	0.512	1.000
ENSG00000173226.12.out	ENSG00000173226.12	253	7.879e-02	3.688e-02	0.050	0.000	0.505
ENSG00000173264.9.in	ENSG00000173264.9	405	0.000e+00	0.000e+00	0.607	0.015	0.995
ENSG00000173264.9.out	ENSG00000173264.9	179	0.000e+00	0.000e+00	0.393	0.005	0.986
ENSG00000136161.8.in	ENSG00000136161.8	351	0.000e+00	0.000e+00	0.678	0.022	0.995
ENSG00000136161.8.out	ENSG00000136161.8	255	0.000e+00	0.000e+00	0.322	0.005	0.980
ENSG00000157168.14.in	ENSG00000157168.14	303	0.000e+00	0.000e+00	0.635	0.020	0.996
ENSG00000157168.14.out	ENSG00000157168.14	252	0.000e+00	0.000e+00	0.365	0.004	0.980
ENSG00000188655.6.in	ENSG00000188655.6	1078	0.000e+00	0.000e+00	0.067	0.000	0.506
ENSG00000188655.6.out	ENSG00000188655.6	1026	0.000e+00	0.000e+00	0.933	0.505	1.000
ENSG00000168288.8.in	ENSG00000168288.8	320	2.297e-01	8.502e-02	0.002	0.000	0.011
ENSG00000168288.8.out	ENSG00000168288.8	218	8.477e+01	4.605e+01	0.998	0.989	1.000
ENSG00000234828.3.in	ENSG00000234828.3	515	0.000e+00	0.000e+00	0.052	0.000	0.528
ENSG00000234828.3.out	ENSG00000234828.3	297	0.000e+00	0.000e+00	0.948	0.530	1.000
ENSG00000071626.12.in	ENSG00000071626.12	286	4.951e+00	2.050e+00	0.987	0.899	1.000
ENSG00000071626.12.out	ENSG00000071626.12	203	4.887e-02	2.851e-02	0.013	0.000	0.102
ENSG00000114956.15.in	ENSG00000114956.15	364	6.343e+01	2.063e+01	0.987	0.936	1.000
ENSG00000114956.15.out	ENSG00000114956.15	248	5.747e-01	2.744e-01	0.013	0.000	0.064
ENSG00000188958.5.in	ENSG00000188958.5	451	0.000e+00	0.000e+00	0.403	0.005	0.986
ENSG00000188958.5.out	ENSG00000188958.5	284	0.000e+00	0.000e+00	0.597	0.014	0.996
ENSG00000136738.10.in	ENSG00000136738.10	265	2.432e-01	1.087e-01	0.013	0.000	0.105
ENSG00000136738.10.out	ENSG00000136738.10	161	1.176e+01	8.647e+00	0.987	0.897	1.000
ENSG00000145293.10.in	ENSG00000145293.10	438	4.052e+01	1.096e+01	0.979	0.893	1.000
ENSG00000145293.10.out	ENSG00000145293.10	235	4.777e-01	2.407e-01	0.021	0.000	0.107
ENSG00000115355.11.in	ENSG00000115355.11	488	0.000e+00	0.000e+00	0.312	0.001	0.979
ENSG00000115355.11.out	ENSG00000115355.11	287	0.000e+00	0.000e+00	0.688	0.022	0.999
ENSG00000197343.6.in	ENSG00000197343.6	354	0.000e+00	0.000e+00	0.713	0.040	0.998
ENSG00000197343.6.out	ENSG00000197343.6	268	0.000e+00	0.000e+00	0.287	0.002	0.962
ENSG00000243008.2.in	ENSG00000243008.2	515	0.000e+00	0.000e+00	0.269	0.001	0.972
ENSG00000243008.2.out	ENSG00000243008.2	182	0.000e+00	0.000e+00	0.731	0.028	0.999
ENSG00000174501.10.in	ENSG00000174501.10	165	0.000e+00	0.000e+00	0.473	0.003	0.996
ENSG00000174501.10.out	ENSG00000174501.10	102	0.000e+00	0.000e+00	0.527	0.004	0.998
ENSG00000170364.8.in	ENSG00000170364.8	670	5.256e+01	9.289e+00	0.984	0.928	1.000
ENSG00000170364.8.out	ENSG00000170364.8	338	4.418e-01	1.548e-01	0.016	0.000	0.072
ENSG00000102595.14.in	ENSG00000102595.14	391	0.000e+00	0.000e+00	0.132	0.000	0.821
ENSG00000102595.14.out	ENSG00000102595.14	270	0.000e+00	0.000e+00	0.868	0.191	1.000
ENSG00000225241.3.in	ENSG00000225241.3	510	0.000e+00	0.000e+00	0.521	0.003	0.999
ENSG00000225241.3.out	ENSG00000225241.3	411	0.000e+00	0.000e+00	0.479	0.001	0.997
ENSG00000169398.15.in	ENSG00000169398.15	235	0.000e+00	0.000e+00	0.935	0.454	1.000
ENSG00000169398.15.out	ENSG00000169398.15	172	0.000e+00	0.000e+00	0.065	0.000	0.546
ENSG00000167325.10.in	ENSG00000167325.10	422	7.525e-01	2.112e-01	0.017	0.000	0.075
ENSG00000167325.10.out	ENSG00000167325.10	278	2.925e+01	1.246e+01	0.983	0.926	1.000
ENSG00000132142.15.in	ENSG00000132142.15	497	7.420e-01	1.768e-01	0.128	0.000	0.652
ENSG00000132142.15.out	ENSG00000132142.15	386	4.258e+00	1.306e+00	0.872	0.348	1.000
ENSG00000102081.9.in	ENSG00000102081.9	285	6.501e-01	2.701e-01	0.066	0.001	0.260
ENSG00000102081.9.out	ENSG00000102081.9	222	7.350e+00	3.921e+00	0.934	0.741	0.999
ENSG00000155093.13.in	ENSG00000155093.13	550	0.000e+00	0.000e+00	0.511	0.009	0.999
ENSG00000155093.13.out	ENSG00000155093.13	463	0.000e+00	0.000e+00	0.489	0.001	0.991
ENSG00000111641.6.in	ENSG00000111641.6	1123	0.000e+00	0.000e+00	0.129	0.000	0.920
ENSG00000111641.6.out	ENSG00000111641.6	1001	0.000e+00	0.000e+00	0.871	0.080	1.000
ENSG00000130818.6.in	ENSG00000130818.6	1794	3.563e+01	2.352e+00	0.664	0.221	0.996
ENSG00000130818.6.out	ENSG00000130818.6	1711	1.737e+01	1.202e+00	0.336	0.004	0.789
ENSG00000127124.9.in	ENSG00000127124.9	409	0.000e+00	0.000e+00	0.870	0.278	1.000
ENSG00000127124.9.out	ENSG00000127124.9	233	0.000e+00	0.000e+00	0.130	0.000	0.742
ENSG00000165533.14.in	ENSG00000165533.14	446	7.090e-02	1.882e-02	0.012	0.000	0.122
ENSG00000165533.14.out	ENSG00000165533.14	287	3.929e+00	1.621e+00	0.988	0.878	1.000
ENSG00000104205.8.in	ENSG00000104205.8	742	1.196e-01	1.909e-02	0.015	0.000	0.108
ENSG00000104205.8.out	ENSG00000104205.8	633	6.880e+00	1.287e+00	0.985	0.892	1.000
ENSG00000078124.7.in	ENSG00000078124.7	217	0.000e+00	0.000e+00	0.877	0.136	1.000
ENSG00000078124.7.out	ENSG00000078124.7	164	0.000e+00	0.000e+00	0.123	0.000	0.864
ENSG00000139173.5.in	ENSG00000139173.5	538	0.000e+00	0.000e+00	0.932	0.353	1.000
ENSG00000139173.5.out	ENSG00000139173.5	405	0.000e+00	0.000e+00	0.068	0.000	0.647
ENSG00000109686.12.in	ENSG00000109686.12	1247	0.000e+00	0.000e+00	0.344	0.000	0.997
ENSG00000109686.12.out	ENSG00000109686.12	1139	0.000e+00	0.000e+00	0.656	0.003	1.000
ENSG00000114487.5.in	ENSG00000114487.5	448	0.000e+00	0.000e+00	0.507	0.001	0.999
ENSG00000114487.5.out	ENSG00000114487.5	385	0.000e+00	0.000e+00	0.493	0.001	0.999
ENSG00000143398.15.in	ENSG00000143398.15	261	0.000e+00	0.000e+00	0.844	0.065	1.000
ENSG00000143398.15.out	ENSG00000143398.15	131	0.000e+00	0.000e+00	0.156	0.000	0.936
ENSG00000146021.10.in	ENSG00000146021.10	429	0.000e+00	0.000e+00	0.849	0.087	1.000
ENSG00000146021.10.out	ENSG00000146021.10	327	0.000e+00	0.000e+00	0.151	0.000	0.915
ENSG00000088808.12.in	ENSG00000088808.12	294	0.000e+00	0.000e+00	0.318	0.002	0.977
ENSG00000088808.12.out	ENSG00000088808.12	179	0.000e+00	0.000e+00	0.682	0.024	0.999
ENSG00000197312.7.in	ENSG00000197312.7	384	3.477e+01	1.072e+01	0.950	0.819	0.999
ENSG00000197312.7.out	ENSG00000197312.7	256	1.226e+00	5.671e-01	0.050	0.001	0.181
ENSG00000136114.11.in	ENSG00000136114.11	2742	0.000e+00	0.000e+00	0.248	0.000	0.974
ENSG00000136114.11.out	ENSG00000136114.11	2583	0.000e+00	0.000e+00	0.752	0.035	1.000
ENSG00000198959.7.in	ENSG00000198959.7	542	0.000e+00	0.000e+00	0.770	0.056	1.000
ENSG00000198959.7.out	ENSG00000198959.7	299	0.000e+00	0.000e+00	0.230	0.000	0.944
ENSG00000121413.8.in	ENSG00000121413.8	812	2.126e+00	3.101e-01	0.101	0.000	0.546
ENSG00000121413.8.out	ENSG00000121413.8	693	1.687e+01	2.883e+00	0.899	0.454	1.000
ENSG00000187902.7.in	ENSG00000187902.7	355	0.000e+00	0.000e+00	0.804	0.057	1.000
ENSG00000187902.7.out	ENSG00000187902.7	305	0.000e+00	0.000e+00	0.196	0.000	0.945
ENSG00000151490.9.in	ENSG00000151490.9	189	0.000e+00	0.000e+00	0.633	0.007	0.999
ENSG00000151490.9.out	ENSG00000151490.9	105	0.000e+00	0.000e+00	0.367	0.001	0.993
ENSG00000204149.5.in	ENSG00000204149.5	759	6.771e-01	1.056e-01	0.664	0.060	0.993
ENSG00000204149.5.out	ENSG00000204149.5	690	3.229e-01	5.541e-02	0.336	0.007	0.940
ENSG00000186187.7.in	ENSG00000186187.7	355	2.183e-01	7.281e-02	0.006	0.000	0.034
ENSG00000186187.7.out	ENSG00000186187.7	202	1.978e+01	1.160e+01	0.994	0.966	1.000
ENSG00000165914.10.in	ENSG00000165914.10	267	1.348e-01	5.977e-02	0.015	0.000	0.108
ENSG00000165914.10.out	ENSG00000165914.10	201	6.865e+00	4.045e+00	0.985	0.892	1.000
ENSG00000147854.12.in	ENSG00000147854.12	311	0.000e+00	0.000e+00	0.177	0.000	0.926
ENSG00000147854.12.out	ENSG00000147854.12	212	0.000e+00	0.000e+00	0.823	0.074	1.000
ENSG00000183048.7.in	ENSG00000183048.7	621	0.000e+00	0.000e+00	0.273	0.002	0.974
ENSG00000183048.7.out	ENSG00000183048.7	376	0.000e+00	0.000e+00	0.727	0.029	0.998
ENSG00000219545.5.in	ENSG00000219545.5	417	0.000e+00	0.000e+00	0.217	0.001	0.951
ENSG00000219545.5.out	ENSG00000219545.5	215	0.000e+00	0.000e+00	0.783	0.052	0.999
ENSG00000166157.12.in	ENSG00000166157.12	165	0.000e+00	0.000e+00	0.526	0.007	0.998
ENSG00000166157.12.out	ENSG00000166157.12	105	0.000e+00	0.000e+00	0.474	0.002	0.993
ENSG00000158062.16.in	ENSG00000158062.16	248	0.000e+00	0.000e+00	0.697	0.005	1.000
ENSG00000158062.16.out	ENSG00000158062.16	142	0.000e+00	0.000e+00	0.303	0.000	0.997
ENSG00000123600.14.in	ENSG00000123600.14	371	0.000e+00	0.000e+00	0.838	0.017	1.000
ENSG00000123600.14.out	ENSG00000123600.14	216	0.000e+00	0.000e+00	0.162	0.000	0.983
ENSG00000187391.13.in	ENSG00000187391.13	358	0.000e+00	0.000e+00	0.407	0.000	0.994
ENSG00000187391.13.out	ENSG00000187391.13	134	0.000e+00	0.000e+00	0.593	0.006	1.000
ENSG00000138443.11.in	ENSG00000138443.11	370	1.966e+01	6.291e+00	0.972	0.888	1.000
ENSG00000138443.11.out	ENSG00000138443.11	223	3.448e-01	1.831e-01	0.028	0.000	0.112
ENSG00000101464.6.in	ENSG00000101464.6	711	3.627e-01	6.040e-02	0.055	0.000	0.743
ENSG00000101464.6.out	ENSG00000101464.6	581	5.637e+00	1.149e+00	0.945	0.268	1.000
ENSG00000163913.7.in	ENSG00000163913.7	258	0.000e+00	0.000e+00	0.074	0.000	0.727
ENSG00000163913.7.out	ENSG00000163913.7	164	0.000e+00	0.000e+00	0.926	0.277	1.000
ENSG00000138759.13.in	ENSG00000138759.13	286	0.000e+00	0.000e+00	0.655	0.001	1.000
ENSG00000138759.13.out	ENSG00000138759.13	148	0.000e+00	0.000e+00	0.345	0.000	0.999
ENSG00000186439.8.in	ENSG00000186439.8	321	0.000e+00	0.000e+00	0.727	0.025	1.000
ENSG00000186439.8.out	ENSG00000186439.8	261	0.000e+00	0.000e+00	0.273	0.000	0.976
ENSG00000100151.11.in	ENSG00000100151.11	339	8.685e-01	3.034e-01	0.078	0.001	0.293
ENSG00000100151.11.out	ENSG00000100151.11	227	7.131e+00	3.720e+00	0.922	0.710	0.999
ENSG00000010404.13.in	ENSG00000010404.13	370	3.711e-01	1.188e-01	0.007	0.000	0.057
ENSG00000010404.13.out	ENSG00000010404.13	267	3.863e+01	1.713e+01	0.993	0.943	1.000
ENSG00000203780.6.in	ENSG00000203780.6	379	0.000e+00	0.000e+00	0.106	0.000	0.904
ENSG00000203780.6.out	ENSG00000203780.6	310	0.000e+00	0.000e+00	0.894	0.135	1.000
ENSG00000151148.9.in	ENSG00000151148.9	651	1.364e+01	2.482e+00	0.896	0.622	0.998
